MainTitle,Type,Genre,Weighted_Score,Themes,Summary
Big Order,OAV,['magic'],5.9361,['post-apocalyptic'],"Eiji Hoshimiya is an introverted high school student with a huge secret — he wished for the destruction of the world when he was younger. Fairies give certain people special powers called Orders. What Order Users can do with their power depends on their wishes. 10 years after the Great Destruction, Eiji struggles to come to terms with his immense power. <em class=de-emphasized>(from manga)</em>"
Nekota no Koto ga Ki ni Natte Shikatanai.,special,[],5.3395,No Theme Found,"Mikiko Amane is an elementary-school girl who has transferred schools many times. Because of this, she stopped making friends or getting deeply involved with people, since she knew she would move again soon. She had lived her life with a cool and uninterested personality, but at her new school, she meets a boy with a cat face. She's so interested in him, she just can't help herself."
Sugar Soldier,TV,[],5.6452,No Theme Found,"Makoto Kisaragi is a 15-year-old girl whose only special ability is her ""persecution complex"" she developed living in the shadow of her more famous sister. She decides to change her lot in life by becoming popular in high school. Makoto's first step is befriending the most popular boy in class, Iriya."
Zekkyō Gakkyū,TV,['horror'],6.166,No Theme Found,"The screaming lessons, a guide to the dark world behind our everyday life. No textbooks or pencils are needed, only courage... <em class=de-emphasized>(from manga)</em>"
Aki no Kanade,movie,[],7.3345,No Theme Found,"Aki Miyagawa moved to Tokyo to pursue her dream to be a taiko drummer, but had a hard time balancing her strict training regimen with her part-time job. Now, after 15 years, she's returning to coach others for a taiko festival."
Happy ComeCome,movie,[],6.1058,No Theme Found,"Hiroshi is tired of living alone so he orders a maid robot from a company called Happy Come Come, but ends up with the robot mom Yoshiko instead. Yoshiko acts more motherly than Hiroshi's real mother, and over time she is able to heal his heart."
Ongaku Shōjo,movie,['drama'],6.737,"['idols', 'music', 'yuri']","Eri, a girl who likes to stay indoors, meets a mysterious but enthusiastic transfer student named Haru. Eri used to love to sing and Haru loves Eri's singing. The story follows the two during one summer of their high school life as their love sometimes overlaps and sometimes passes by each other."
Kumi to Tulip,movie,"['science fiction', 'slice of life']",6.3276,No Theme Found,"Kumi is a little girl who lives in a world with sparkling metal skyscrapers, and where robots support everything. Kumi's playground is a garden by one of those skyscrapers with a man-made water fountain, artificial vegetation, and digital water and butterflies. Kumi meets an old man who visits the park every day to paint the artificial flowers. The old man tells Kumi of when he discovered a ""breathing"" tulip sprouting amidst the artificial flowers, and the two decide to watch over the tulip together as it grows."
My Wife is the Student Council President,TV,"['comedy', 'romance']",6.4122,"['ecchi', 'school life']","High school freshman Hayato Izumi lost the campaign for student council president to Ui Wakana, a girl who shocked the entire student body by promising ""will remove all restrictions on campus romance"" and gave away free condoms. Later that day Wakana the president-elect brought her belongings to Izumi's residence and claimed herself his betrothed fiancée."
Aoharu x Machinegun,TV,"['action', 'comedy', 'drama']",6.6437,"['crossdressing', 'survival game']","Hotaru Tachibana is a girl disguised as a boy. Through strange circumstances she finds herself drawn into the world of survival games by a host, Masamune Matsuoka. The two form a team with ero-manga artist Tohru Yukimura and aim to be the be the best in Japan."
Initial D Legend 2: Racer,movie,[],7.5157,No Theme Found,No summary found
Miss Hokusai,movie,"['drama', 'supernatural']",7.5558,"['death', 'historical']","It's 1814 and the city of Edo is one of the most populated homes of peasants, samurai, townsmen, merchants, nobles, artists, courtesans, and maybe even supernatural beings. Two residents are the highly accomplished artist Tetsuzo and his talented 23-year-old daughter O-Ei. Tetsuo gains worldwide acclaim as Katsushika Hokusai, but few would know ""Miss Hokusai,"" the daughter who assisted him uncredited."
Aikatsu!,TV 4,[],7.3326,"['idols', 'music']","The three members of Luminous started their tour in Hokkaido, where they met two girls who love singing and dancing: Nono Ōji and Lisa Shirakaba."
Fate/stay night: Unlimited Blade Works,TV 2,"['action', 'drama', 'supernatural']",7.9812,"['fighting', 'school']","The Holy Grail war continues to rage on without a dejected Shiro Emiya, who has lost his means to participate and his ability to heal. Meanwhile, Rin Tohsaka has dissolved their partnership and, along with Archer, continues to battle the growing power of Caster who has stolen Saber from Shiro. However, Caster is not the only player in this dangerous game Rin must worry about. Shiro finds himself unable to just sit this one out with all that is at stake, even if it's suicidal for him to continue."
Ace of Diamond: Second Season,TV,['tournament'],8.0688,"['baseball', 'sports']","Coach Kataoka takes the failure to reach nationals upon himself as some shortcoming in himself. With the fall tournament presenting a new chance to reach nationals the team strives to overcome gaps left by the third years absence. As they strive to improve they retainthe hope of making nationals and keeping their treasured coach from retiring. The battle to hold the position of ace between Sawamura, Furuya and Nori continues bringing new strengths to the team"
Lance N' Masques,TV,['action'],5.3147,No Theme Found,"Yōtarō Hanafusa is a young man who is part of the last remaining order of knights in the 21st century, ""Knights of the World."" As he fights as the mysterious Knight Lancer, he must hide his identity behind a mask. One day he meets a girl named Makio Kidōin, and when finding that she lives alone, decides to watch over her."
Future Card Buddyfight 100,TV,[],6.0367,"['card games', 'monsters']","While Tasuku is off training and getting rest in the world of the monsters, the Buddy Police sees the need to deputize some of the champions to help protect the Earth. Gao, Tetsuya, and Zanya Kisaragi are among those deputized, and it's just in time. A new enemy arrives, Ikazuchi, with the deadly 100 demons, all rogue monsters. Now the new trainees and the Great 8 monsters must fight to protect Earth from being consumed by these new rogues."
Yu-Gi-Oh! Duel Monsters Battle City Hen,TV,['tournament'],6.8768,['monsters'],No summary found
Detective Conan: Sunflowers of Inferno,movie 19,"['action', 'drama', 'mystery', 'thriller']",7.1442,"['crime', 'detective', 'police']","Conan tries to track down Kaito Kid, who supposedly steals a replica of one of Van Gogh's Sunflowers paintings during an auction."
Prison School,TV,['comedy'],7.4269,"['ecchi', 'school']","There was a time when the Hachimitsu Private Academy was a revered and elite all-girls' boarding school on the outskirts of Tokyo but a recent policy revision is allowing boys into the student body. On his first day, Kiyoshi Fujino discovers that he's one of only five boys enrolled at the school. Completely overwhelmed by the thousands of girls on campus, the few boys find that their situation is less than ideal."
Japan Animator Expo,ONA,[],7.5984,No Theme Found,"Various omnibus animations produced with love and energy, regardless of any genres."
One Punch Man,TV,"['action', 'comedy']",8.1911,"['cyborg', 'fighting', 'gore', 'parody', 'superhero']","One-Punch Man is a super hero who has trained so hard that his hair has fallen out, and who can overcome any enemy with one punch. However, because he is so strong, he has become bored and frustrated with winning all his battles so easily. <em class=de-emphasized>(from manga)</em>"
Yuruyuri San Hai!,TV 3,"['comedy', 'slice of life']",7.6098,"['moe', 'school life', 'yuri']",No summary found
Himouto! Umaru-chan,TV,"['comedy', 'slice of life']",7.2857,['otaku'],"Umaru is Taihei's little sister who boasts beautiful looks as well as prowess in both school and sports. However, she has a certain secret. She's a ""Himōto"" a little sister who is proper in public but lazy at home."
Monster Musume: Everyday Life with Monster Girls,TV,"['comedy', 'romance', 'supernatural']",6.9517,"['bishoujo', 'ecchi', 'harem', 'mermaids']","Three years ago, the world learned that harpies, centaurs, catgirls, and all manners of fabulous creatures are not merely fiction; they are flesh and blood - not to mention scale, feather, horn, and fang. Thanks to the ""Cultural Exchange Between Species Act,"" these once-mythical creatures have assimilated into society, or at least, they're trying. When a hapless human teenager named Kurusu Kimihito is inducted as a ""volunteer"" into the government exchange program, his world is turned upside down. A snake-like lamia named Miia comes to live with him, and it is Kurusu's job to take care of her and make sure she integrates into his everyday life. <em class=de-emphasized>(from manga)</em>"
